age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity Social.Distancing.Adherence
86 0 9 0 White FALSE
61 0 1 1 White TRUE
57 0 1 1 White TRUE
78 0 1 1 White TRUE
83 2 2 1 Black FALSE
77 1 1 1 White TRUE
72 1 3 2 Black FALSE
62 3 9 0 White FALSE
58 0 2 1 White FALSE
66 0 1 1 White TRUE
41 0 1 1 White TRUE
56 0 9 5 White FALSE
77 0 0 0 White TRUE
66 0 9 9 Black TRUE
73 0 1 1 White TRUE
82 0 3 0 White FALSE
77 0 2 2 White TRUE
61 0 0 0 White TRUE
42 2 0 0 Black TRUE
72 0 1 1 Black TRUE
38 2 0 0 White TRUE
25 3 2 0 White TRUE
68 0 3 3 Black TRUE
77 0 1 0 Black FALSE
66 0 0 0 White TRUE
45 2 0 0 White TRUE
55 0 0 0 Black TRUE
44 1 2 2 White TRUE
76 0 9 9 Black TRUE
48 2 1 4 White FALSE
49 0 9 9 White TRUE
81 0 1 1 White TRUE
51 1 3 0 Black FALSE
68 0 1 1 Black TRUE
70 2 4 4 Black TRUE
65 0 2 2 White TRUE
64 1 0 0 White TRUE
60 0 2 2 White TRUE
63 0 2 2 White TRUE
54 1 2 2 Asian TRUE
77 0 0 0 Black TRUE
75 0 3 5 Black FALSE
55 0 3 3 White TRUE
70 0 3 3 Black TRUE
65 0 4 4 White TRUE
51 0 0 0 Black TRUE
59 0 1 1 Black TRUE
65 0 2 2 White TRUE
52 3 2 2 White TRUE
66 0 0 0 White TRUE
49 2 5 0 White FALSE
81 0 8 4 Hispanic.Latino FALSE
57 0 0 0 Black TRUE
67 0 3 3 White TRUE
60 0 0 0 Other TRUE
75 0 1 9 White FALSE
93 0 0 0 White TRUE
77 0 0 0 White TRUE
88 0 0 0 Black TRUE
57 0 2 2 White TRUE
19 0 0 0 White TRUE
42 0 9 9 White TRUE
65 1 9 9 White TRUE
78 2 0 0 White TRUE
76 0 2 2 White TRUE
76 0 1 1 White TRUE
59 0 6 5 Black FALSE
55 3 9 9 Black TRUE
57 0 9 9 Black TRUE
81 0 0 0 White TRUE
76 0 0 0 White TRUE
65 0 0 0 Black TRUE
83 0 1 1 White TRUE
66 0 2 4 White FALSE
79 0 1 1 Black TRUE
66 0 1 1 White TRUE
66 0 1 2 Black FALSE
57 0 0 0 Black TRUE
75 0 0 0 Black TRUE
67 0 9 5 White FALSE
57 0 0 0 White TRUE
60 3 3 2 White FALSE
67 0 0 0 Black TRUE
77 0 0 0 Black TRUE
43 0 2 2 White TRUE
84 0 1 2 White FALSE
80 0 0 0 White TRUE
48 2 2 2 White TRUE
74 0 4 9 White FALSE
70 0 1 1 White TRUE
72 0 3 2 White FALSE
59 0 9 9 White TRUE
68 0 1 1 White TRUE
87 0 0 0 White TRUE
70 0 1 1 White TRUE
80 0 1 1 White TRUE
72 0 0 0 White TRUE
68 1 0 0 Black TRUE
81 0 0 0 White TRUE
69 0 5 3 Black FALSE
62 0 1 1 White TRUE
64 2 0 0 White TRUE
78 0 9 9 White TRUE
20 0 1 0 White FALSE
67 0 1 2 Black FALSE
81 0 0 0 White TRUE
53 0 1 1 Black TRUE
69 0 1 1 White TRUE
40 0 9 1 White FALSE
74 0 0 0 White TRUE
77 0 0 0 Other TRUE
51 0 1 1 White TRUE
84 0 9 0 White FALSE
59 0 9 9 White TRUE
80 0 2 1 White FALSE
57 1 9 9 White TRUE
60 0 0 0 White TRUE
37 3 1 1 White TRUE
73 0 0 0 White TRUE
70 0 0 0 White TRUE
83 0 9 0 White FALSE
63 0 0 0 White TRUE
75 0 1 0 White FALSE
84 0 1 1 White TRUE
73 0 1 1 White TRUE
57 0 1 0 Black FALSE
69 0 1 1 White TRUE
68 0 1 1 White TRUE
54 0 1 1 White TRUE
77 0 0 0 White TRUE
68 0 0 0 White TRUE
84 0 3 3 White TRUE
75 0 1 1 White TRUE
76 0 2 2 Black TRUE
68 0 1 1 Black TRUE
64 0 3 3 Black TRUE
71 0 0 0 White TRUE
67 2 1 1 White TRUE
47 2 9 0 White FALSE
53 0 3 1 Hispanic.Latino FALSE
68 0 0 0 Black TRUE
56 0 9 9 Other TRUE
74 0 0 0 White TRUE
74 0 0 0 White TRUE
86 0 1 1 White TRUE
73 0 1 1 White TRUE
61 0 8 5 Black FALSE
52 0 0 0 Black TRUE
70 1 2 1 Black FALSE
89 0 8 5 White FALSE
73 0 1 1 Black TRUE
64 0 0 0 White TRUE
71 0 4 4 White TRUE
69 0 3 3 White TRUE
74 0 3 3 White TRUE
78 0 0 0 White TRUE
80 0 1 0 White FALSE
48 1 3 3 White TRUE
56 0 1 1 White TRUE
60 0 2 1 White FALSE
75 0 2 2 White TRUE
87 0 9 9 White TRUE
68 0 5 1 Black FALSE
75 0 1 1 White TRUE
50 0 1 1 White TRUE
89 0 0 0 White TRUE
75 0 2 2 White TRUE
55 2 9 9 Black TRUE
87 0 1 1 Black TRUE
57 0 5 9 Black FALSE
80 0 3 3 White TRUE
64 0 0 0 White TRUE
57 1 5 5 White TRUE
56 0 5 1 White FALSE
86 1 0 0 White TRUE
65 0 5 5 Black TRUE
72 0 0 0 Black TRUE
79 0 4 4 White TRUE
73 0 9 9 White TRUE
41 2 0 0 White TRUE
70 0 2 2 Black TRUE
71 0 0 0 White TRUE
68 0 0 0 Black TRUE
57 0 2 2 White TRUE
30 3 0 0 White TRUE
80 3 3 0 White FALSE
69 0 9 9 White TRUE
86 3 0 0 Black TRUE
82 0 1 1 Black TRUE
54 1 0 0 White TRUE
58 0 4 3 White FALSE
87 0 1 1 White TRUE
58 0 2 2 White TRUE
31 3 0 0 White TRUE
69 2 1 0 Black FALSE
90 0 0 0 Black TRUE
80 3 1 0 Black FALSE
80 0 9 0 White FALSE
85 0 0 0 White TRUE
19 0 3 3 White TRUE
60 0 3 3 White TRUE
45 2 9 0 White FALSE
80 0 1 1 White TRUE
73 0 2 0 White FALSE
78 0 1 1 White TRUE
50 0 0 0 White TRUE
68 0 0 0 White TRUE
58 0 1 1 White TRUE
90 0 1 1 White TRUE
89 0 1 1 White TRUE
82 0 0 0 White TRUE
88 3 4 3 White FALSE
79 0 2 1 White FALSE
73 0 2 0 Black FALSE
76 0 0 0 White TRUE
65 0 0 0 White TRUE
60 0 9 9 White TRUE
54 0 1 1 White TRUE
66 0 0 0 White TRUE
74 0 3 3 White TRUE
72 0 1 1 Hispanic.Latino TRUE
79 0 3 3 Black TRUE
62 0 3 0 Other FALSE
60 0 1 1 Black TRUE
85 0 0 0 White TRUE
45 1 0 0 Black TRUE
51 1 0 0 White TRUE
69 1 0 0 Black TRUE
56 1 0 0 White TRUE
51 0 8 8 White TRUE
51 0 0 0 Black TRUE
81 0 0 0 White TRUE
70 0 0 0 Black TRUE
85 0 2 2 White TRUE
30 0 0 0 White TRUE
59 0 0 0 White TRUE
78 0 1 1 White TRUE
78 0 0 0 White TRUE
45 0 2 2 Black TRUE
51 1 8 8 White TRUE
73 0 9 2 White FALSE
62 0 0 0 White TRUE
82 0 2 0 White FALSE
61 0 0 0 Black TRUE
68 0 1 1 Other TRUE
76 0 0 0 White TRUE
96 0 0 0 White TRUE
46 0 3 1 White FALSE
72 0 1 1 White TRUE
73 0 5 4 Black FALSE
86 0 1 2 Black FALSE
70 0 0 0 Black TRUE
52 1 0 0 White TRUE
71 0 0 0 White TRUE
82 0 2 2 White TRUE
49 1 1 0 White FALSE
90 0 1 0 Black FALSE
75 0 1 0 White FALSE
90 0 0 0 White TRUE
83 0 1 1 White TRUE
71 0 2 1 White FALSE
69 0 0 0 White TRUE
91 0 0 0 White TRUE
91 0 0 0 White TRUE
71 0 0 0 White TRUE
63 0 0 0 White TRUE
65 0 9 9 White TRUE
74 0 2 1 Black FALSE
59 0 3 1 White FALSE
60 0 2 2 White TRUE
88 0 0 0 White TRUE
70 0 1 1 Black TRUE
55 0 9 9 Black TRUE
48 2 2 0 White FALSE
71 0 2 2 Black TRUE
63 0 5 1 White FALSE
63 0 1 9 White FALSE
90 0 0 0 White TRUE
77 0 0 0 White TRUE
63 0 9 9 White TRUE
54 0 0 0 White TRUE
80 0 1 0 Black FALSE
69 0 9 9 Other TRUE
56 0 3 3 Hispanic.Latino TRUE
63 0 9 9 White TRUE
84 2 1 1 White TRUE
66 0 0 0 Black TRUE
75 1 8 5 Black FALSE
86 0 0 0 Black TRUE
79 0 1 1 White TRUE
41 2 9 9 White TRUE
65 0 3 1 White FALSE
80 0 0 0 White TRUE
85 0 0 0 White TRUE
62 0 1 9 White FALSE
71 1 9 9 White TRUE
47 0 2 2 White TRUE
74 0 1 0 White FALSE
54 2 0 0 White TRUE
85 0 4 2 White FALSE
71 0 0 0 Black TRUE
86 0 1 1 White TRUE
71 0 1 1 White TRUE
74 0 1 1 White TRUE
47 0 6 3 Black FALSE
50 0 9 9 White TRUE
75 0 9 9 White TRUE
83 0 9 9 Black TRUE
58 0 0 0 Other TRUE
78 0 1 1 White TRUE
69 0 0 0 White TRUE
70 0 2 2 Black TRUE
60 0 9 9 Black TRUE
82 0 9 0 Black FALSE
73 0 3 9 Black FALSE
74 0 1 0 White FALSE
48 1 3 3 White TRUE
86 0 9 9 Other TRUE
78 3 0 0 Black TRUE
57 0 1 1 Black TRUE
51 3 6 6 White TRUE
44 0 0 0 White TRUE
54 2 9 2 Black FALSE
73 0 0 0 Black TRUE
81 0 1 1 White TRUE
89 0 0 0 White TRUE
63 0 1 1 White TRUE
56 1 9 9 White TRUE
55 0 0 0 White TRUE
69 0 4 2 White FALSE
68 0 1 1 White TRUE
81 1 0 0 Black TRUE
88 0 2 2 White TRUE
70 0 3 3 Other TRUE
70 0 2 2 White TRUE
70 1 9 9 Black TRUE
83 0 9 9 White TRUE
88 0 0 0 White TRUE
73 0 0 0 White TRUE
62 0 0 0 Black TRUE
83 0 1 1 White TRUE
60 0 1 1 White TRUE
49 1 0 0 White TRUE
56 0 9 5 White FALSE
47 0 1 1 White TRUE
82 0 2 9 White FALSE
56 0 4 4 Black TRUE
81 0 0 0 White TRUE
70 0 9 4 White FALSE
57 0 2 2 Black TRUE
86 0 2 0 White FALSE
67 0 2 0 White FALSE
50 1 3 0 White FALSE
84 0 1 1 White TRUE
68 0 1 1 Black TRUE
52 0 1 1 White TRUE
76 0 0 0 White TRUE
70 0 1 0 White FALSE
57 3 0 0 White TRUE
74 0 1 1 White TRUE
47 0 3 3 White TRUE
63 0 4 4 White TRUE
75 0 4 4 White TRUE
72 0 0 0 White TRUE
74 0 2 2 White TRUE
52 2 2 2 White TRUE
90 0 2 3 Black FALSE
76 0 1 1 White TRUE
67 0 1 1 White TRUE
74 0 0 0 Black TRUE
73 0 0 0 White TRUE
59 0 2 2 White TRUE
75 0 0 0 Other TRUE
90 0 0 0 Black TRUE
73 0 0 0 Black TRUE
60 0 2 2 Other TRUE
79 0 0 0 Black TRUE
50 1 0 0 White TRUE
71 0 0 0 White TRUE
70 1 0 0 White TRUE
54 0 2 2 White TRUE
56 0 3 2 White FALSE
77 0 3 2 Black FALSE
62 0 1 1 White TRUE
32 1 0 0 Other TRUE
82 0 0 0 Black TRUE
73 0 0 0 White TRUE
64 2 0 0 Other TRUE
53 0 0 0 Black TRUE
35 3 4 3 Asian FALSE
44 0 2 1 White FALSE
75 0 1 1 White TRUE
62 0 9 9 White TRUE
50 0 9 9 White TRUE
67 0 1 1 White TRUE
73 0 9 0 White FALSE
60 0 1 1 Black TRUE
73 1 3 3 Other TRUE
85 0 1 0 White FALSE
74 0 1 1 White TRUE
54 0 2 1 White FALSE
47 0 0 0 Other TRUE
80 0 1 0 Black FALSE
81 0 1 1 White TRUE
82 1 1 0 Black FALSE
85 0 0 0 White TRUE
44 2 2 1 White FALSE
84 0 0 0 White TRUE
66 0 2 2 White TRUE
54 1 0 0 White TRUE
64 0 9 9 White TRUE
65 0 1 6 Black FALSE
65 0 0 0 White TRUE
54 0 9 3 White FALSE
84 0 4 0 Black FALSE
77 0 4 4 White TRUE
46 2 0 0 White TRUE
65 0 0 0 White TRUE
36 3 4 2 White FALSE
55 0 2 4 Asian FALSE
70 0 0 0 Black TRUE
79 0 1 2 Black FALSE
85 0 1 1 White TRUE
46 2 1 6 White TRUE
93 0 0 0 White TRUE
54 0 0 0 White TRUE
80 0 3 6 White FALSE
54 1 0 0 White TRUE
70 0 1 1 White TRUE
59 0 9 9 White TRUE
57 0 2 1 White FALSE
75 0 2 1 White FALSE
72 0 0 0 White TRUE
75 0 0 0 White TRUE
75 0 1 1 Other TRUE
64 0 9 9 White TRUE
91 0 0 0 White TRUE
43 0 9 5 White FALSE
50 0 1 1 Black TRUE
65 0 5 5 Black TRUE
99 3 0 0 Other TRUE
78 0 3 3 White TRUE
66 0 1 1 Black TRUE
74 0 3 1 White FALSE
75 0 2 2 White TRUE
62 0 2 2 White TRUE
94 0 1 1 White TRUE
74 0 3 0 Black FALSE
61 1 0 0 White TRUE
69 0 2 2 White TRUE
62 0 0 0 White TRUE
54 0 3 2 White FALSE
64 0 3 3 White TRUE
57 0 3 1 White FALSE
73 0 6 5 White FALSE
61 2 5 5 White TRUE
89 0 0 0 White TRUE
53 2 3 3 White TRUE
61 0 9 8 White FALSE
64 0 4 0 White FALSE
91 0 1 1 White TRUE
54 2 0 0 White TRUE
72 0 2 1 Black FALSE
70 0 0 0 Black TRUE
54 0 1 1 White TRUE
65 0 0 0 White TRUE
87 0 0 0 White TRUE
48 0 9 9 White TRUE
63 0 5 2 White FALSE
66 1 5 5 Black TRUE
46 3 0 0 White TRUE
74 0 0 0 Black TRUE
77 0 2 2 White TRUE
73 0 2 2 White TRUE
35 0 1 1 White TRUE
66 0 3 3 White TRUE
75 0 2 2 Other TRUE
67 0 0 0 Black TRUE
58 0 0 0 White TRUE
58 0 0 0 Black TRUE
89 0 2 6 White FALSE
80 0 4 4 White TRUE
60 0 5 2 White FALSE
78 0 0 0 White TRUE
91 0 3 0 Black FALSE
64 0 0 0 White TRUE
80 0 6 8 White FALSE
62 0 0 0 White TRUE
78 0 5 3 White FALSE
63 0 0 0 Black TRUE
54 0 1 1 White TRUE
82 0 0 0 White TRUE
69 0 0 0 White TRUE
53 1 1 1 Black TRUE
58 1 2 2 Black TRUE
51 0 4 4 White TRUE
51 1 0 0 White TRUE
59 0 5 4 White FALSE
67 0 1 1 White TRUE
72 0 1 1 White TRUE
60 2 1 1 White TRUE
74 0 1 1 Black TRUE
57 3 6 6 Black TRUE
75 0 2 2 Black TRUE
65 0 0 0 White TRUE
72 0 4 2 White FALSE
84 0 9 9 White TRUE
73 0 2 0 White FALSE
58 0 1 1 White TRUE
75 0 0 0 White TRUE
50 1 0 0 Other TRUE
74 0 2 1 White FALSE
39 3 9 1 White FALSE
63 0 2 2 White TRUE
75 0 0 0 White TRUE
63 0 1 1 White TRUE
50 0 9 9 White TRUE
52 0 9 0 White FALSE
78 0 1 1 White TRUE
58 0 1 1 White TRUE
74 0 9 9 Black TRUE
82 0 0 0 Black TRUE
66 0 1 1 White TRUE
49 2 0 0 Hispanic.Latino TRUE
50 0 0 0 White TRUE
63 0 5 5 White TRUE
58 0 0 0 Black TRUE
73 0 4 0 White FALSE
49 2 0 0 White TRUE
62 0 1 1 White TRUE
81 1 2 2 White TRUE
63 0 9 9 White TRUE
88 0 3 3 White TRUE
73 0 9 1 White FALSE
41 3 3 3 White TRUE
44 0 9 9 Black TRUE
69 0 9 1 Other FALSE
81 0 1 1 White TRUE
69 2 9 6 White FALSE
80 0 9 0 Black FALSE
75 0 1 1 White TRUE
66 0 4 0 White FALSE
81 0 0 0 White TRUE
94 3 0 0 Black TRUE
67 0 2 2 White TRUE
76 0 1 1 White TRUE
80 0 1 1 White TRUE
76 0 0 0 White TRUE
77 0 2 2 White TRUE
60 0 9 9 Asian TRUE
33 2 0 0 White TRUE
71 1 1 1 Black TRUE
63 0 0 0 White TRUE
70 0 1 1 Black TRUE
33 3 2 2 White TRUE
18 1 3 2 Hispanic.Latino FALSE
65 0 0 0 White TRUE
51 1 6 6 White TRUE
69 0 0 0 Asian TRUE
78 0 3 3 White TRUE
64 0 1 1 White TRUE
70 0 2 2 Black TRUE
56 0 8 0 White FALSE
81 0 1 1 White TRUE
48 2 4 0 White FALSE
74 0 3 5 Black FALSE
57 0 3 3 Black TRUE
65 1 6 0 Black FALSE
79 0 1 1 White TRUE
89 1 1 1 Black TRUE
18 3 9 0 White FALSE
77 0 0 0 White TRUE
78 0 2 2 White TRUE
99 3 9 9 Hispanic.Latino TRUE
73 1 1 1 White TRUE
66 0 2 2 White TRUE
74 0 2 2 White TRUE
59 0 1 1 White TRUE
52 1 0 0 White TRUE
84 0 0 0 Black TRUE
74 0 1 3 Black FALSE
91 0 5 5 White TRUE
63 0 2 0 Hispanic.Latino FALSE
54 2 3 2 White FALSE
60 1 1 1 Black TRUE
43 1 5 5 White TRUE
75 0 2 2 Black TRUE
86 0 0 0 White TRUE
63 0 0 0 White TRUE
63 0 0 0 White TRUE
61 0 2 2 White TRUE
80 0 2 2 White TRUE
47 2 0 0 White TRUE
62 0 1 1 White TRUE
69 0 3 2 Black FALSE
62 0 5 5 White TRUE
76 3 6 6 Black TRUE
77 0 2 2 White TRUE
65 0 7 5 White FALSE
48 2 0 0 White TRUE
66 0 0 0 White TRUE
60 0 9 2 White FALSE
63 0 9 8 White FALSE
77 0 1 1 Black TRUE
68 0 1 1 Black TRUE
52 3 9 5 White FALSE
60 0 9 4 White FALSE
53 3 2 0 Black FALSE
49 1 1 1 White TRUE
76 0 2 2 White TRUE
75 0 2 0 White FALSE
69 1 9 9 White TRUE
67 0 1 6 White FALSE
84 0 0 0 Other TRUE
62 0 0 0 White TRUE
81 0 2 2 Black TRUE
79 1 5 2 White FALSE
55 0 0 0 White TRUE
70 0 0 0 Black TRUE
90 0 0 0 White TRUE
56 0 0 0 White TRUE
28 3 6 6 Black TRUE
84 0 3 1 Black FALSE
59 0 9 9 White TRUE
60 0 2 2 White TRUE
85 0 2 2 White TRUE
72 0 0 0 White TRUE
83 0 0 0 White TRUE
80 3 0 0 White TRUE
48 0 9 0 White FALSE
66 0 1 1 White TRUE
74 0 8 8 White TRUE
58 1 9 3 White FALSE
61 0 5 9 White FALSE
55 0 2 2 White TRUE
75 0 1 1 White TRUE
54 0 1 1 Black TRUE
97 3 9 9 Hispanic.Latino TRUE
52 0 4 4 Black TRUE
71 0 0 0 Black TRUE
63 0 1 9 White FALSE
59 0 0 0 Black TRUE
47 0 0 0 Black TRUE
72 0 1 1 White TRUE
59 0 4 0 White FALSE
55 0 4 1 White FALSE
71 0 3 1 White FALSE
68 0 4 2 White FALSE
40 3 0 0 White TRUE
49 1 2 2 White TRUE
61 0 9 9 White TRUE
85 0 0 0 White TRUE
42 0 0 0 Black TRUE
64 0 3 1 Black FALSE
40 2 0 0 White TRUE
53 0 3 2 White FALSE
72 0 3 1 White FALSE
81 0 0 0 White TRUE
72 0 8 5 White FALSE
60 0 1 1 White TRUE
64 0 2 2 White TRUE
87 0 0 0 White TRUE
62 1 8 0 White FALSE
80 0 2 2 White TRUE
61 0 0 0 White TRUE
71 0 1 1 Black TRUE
76 0 1 1 White TRUE
71 0 0 0 White TRUE
44 2 0 0 White TRUE
66 0 3 3 White TRUE
81 0 9 9 White TRUE
88 0 4 4 White TRUE
42 0 2 2 White TRUE
84 0 1 1 Black TRUE
71 0 0 0 White TRUE
76 0 1 0 White FALSE
80 0 0 0 White TRUE
21 3 9 9 Asian TRUE
87 0 0 0 White TRUE
59 0 0 0 White TRUE
81 0 0 0 White TRUE
63 0 0 0 Black TRUE
80 0 2 2 White TRUE
89 0 1 1 White TRUE
65 1 2 2 White TRUE
63 0 2 1 White FALSE
61 0 2 2 White TRUE
63 0 0 0 White TRUE
49 0 0 0 Other TRUE
76 0 0 0 White TRUE
49 1 2 2 White TRUE
63 0 1 1 White TRUE
82 0 9 9 White TRUE
80 1 0 0 Hispanic.Latino TRUE
82 3 1 1 Black TRUE
67 0 3 3 White TRUE
53 0 1 0 Black FALSE
77 0 5 5 White TRUE
53 1 9 9 White TRUE
81 1 6 5 Black FALSE
64 0 0 0 White TRUE
73 1 1 1 White TRUE
69 0 4 0 White FALSE
67 0 3 2 White FALSE
71 0 1 1 Black TRUE
73 0 0 0 Black TRUE
80 0 1 1 Black TRUE
49 1 9 9 White TRUE
77 0 1 2 White FALSE
77 0 1 1 Hispanic.Latino TRUE
73 0 0 0 White TRUE
77 0 0 0 White TRUE
50 2 0 0 White TRUE
69 0 2 0 White FALSE
65 0 9 9 White TRUE
56 0 2 1 Black FALSE
79 0 2 2 White TRUE
80 0 0 0 White TRUE
71 0 1 1 Black TRUE
70 0 1 0 White FALSE
76 0 2 1 White FALSE
79 0 0 0 White TRUE
73 0 1 1 White TRUE
87 0 0 0 Black TRUE
71 0 3 3 White TRUE
54 0 2 2 Black TRUE
79 0 0 0 Black TRUE
38 1 9 9 Black TRUE
66 0 4 0 White FALSE
67 0 3 3 White TRUE
62 0 2 2 Black TRUE
47 1 1 1 Asian TRUE
58 0 3 3 White TRUE
53 0 9 9 Other TRUE
73 0 2 2 White TRUE
79 0 2 2 White TRUE
68 0 9 9 White TRUE
73 0 0 0 White TRUE
79 0 1 1 Black TRUE
19 3 0 0 Hispanic.Latino TRUE
66 0 1 0 White FALSE
77 0 1 1 White TRUE
27 3 6 0 White FALSE
81 0 0 0 White TRUE
53 0 3 1 Black FALSE
53 1 0 0 Black TRUE
86 0 0 0 White TRUE
66 0 3 3 White TRUE
70 0 0 0 Black TRUE
89 3 9 0 Hispanic.Latino FALSE
40 2 9 5 Other FALSE
77 0 0 0 White TRUE
73 0 1 1 Other TRUE
45 0 9 9 White TRUE
39 0 1 1 Black TRUE
76 0 1 1 Black TRUE
58 0 2 1 Other FALSE
86 0 0 0 White TRUE
63 0 8 0 White FALSE
84 1 0 0 White TRUE
85 0 0 0 White TRUE
66 0 1 1 White TRUE
74 0 2 1 White FALSE
50 0 2 2 White TRUE
82 0 1 1 White TRUE
78 0 4 1 White FALSE
85 0 0 0 White TRUE
60 0 4 4 White TRUE
78 0 0 0 Other TRUE
60 0 2 2 White TRUE
76 0 6 1 White FALSE
79 0 0 0 White TRUE
71 0 0 0 White TRUE
68 1 0 0 Black TRUE
63 0 9 9 White TRUE
72 0 4 4 White TRUE
89 0 5 5 White TRUE
58 1 1 1 White TRUE
52 0 0 0 White TRUE
65 1 2 2 Black TRUE
46 1 2 2 White TRUE
56 0 6 1 Other FALSE
60 0 1 1 Black TRUE
64 0 0 0 White TRUE
63 0 0 0 White TRUE
81 0 0 0 White TRUE
53 0 2 2 Black TRUE
91 0 0 0 White TRUE
69 0 1 1 White TRUE
67 0 0 0 White TRUE
57 0 1 1 White TRUE
74 0 0 0 White TRUE
80 0 1 1 Black TRUE
76 0 1 5 Black FALSE
42 2 0 0 White TRUE
70 0 1 1 Black TRUE
68 0 9 1 White FALSE
70 0 0 0 White TRUE
57 0 1 1 Black TRUE
42 2 3 3 White TRUE
49 0 9 9 White TRUE
69 0 2 2 White TRUE
62 0 0 0 White TRUE
57 0 1 0 White FALSE
58 0 0 0 White TRUE
85 0 4 4 White TRUE
50 0 4 0 White FALSE
81 0 2 2 White TRUE
77 0 5 5 Black TRUE
70 0 3 3 Black TRUE
85 0 8 6 White FALSE
79 0 3 1 White FALSE
77 0 0 0 White TRUE
63 0 0 0 Black TRUE
76 0 0 0 White TRUE
81 0 0 0 White TRUE
62 0 2 2 White TRUE
74 3 0 0 White TRUE
58 0 1 1 White TRUE
64 0 1 1 Black TRUE
80 0 2 2 Black TRUE
70 0 2 1 White FALSE
72 0 1 1 Black TRUE
76 0 2 0 Black FALSE
72 0 1 1 Black TRUE
92 0 0 0 White TRUE
73 0 1 1 White TRUE
65 0 0 0 White TRUE
62 0 1 1 White TRUE
58 0 0 0 White TRUE
70 0 0 0 White TRUE
66 0 1 1 Black TRUE
76 0 1 0 White FALSE
78 0 1 1 White TRUE
86 0 1 1 White TRUE
99 0 9 9 White TRUE
84 0 1 1 White TRUE
68 0 0 0 White TRUE
83 0 1 4 White FALSE
64 0 1 1 White TRUE
63 0 0 0 White TRUE
56 0 0 0 White TRUE
76 0 0 0 White TRUE
70 0 0 0 Black TRUE
77 1 2 7 Black FALSE
69 0 1 1 White TRUE
60 0 5 5 White TRUE
78 0 0 0 White TRUE
47 1 2 0 White FALSE
55 0 9 7 White FALSE
58 0 1 1 Black TRUE
52 0 0 0 White TRUE
75 0 3 3 White TRUE
71 0 0 0 White TRUE
58 0 1 1 White TRUE
76 3 3 3 Black TRUE
78 0 1 0 White FALSE
77 0 5 5 Other TRUE
82 1 1 0 Hispanic.Latino FALSE
80 0 3 1 Black FALSE
86 0 1 1 White TRUE
52 0 1 1 White TRUE
69 0 1 1 Other TRUE
59 0 1 0 White FALSE
77 0 8 4 White FALSE
82 0 4 4 White TRUE
75 0 1 1 Black TRUE
70 0 0 0 White TRUE
67 0 9 1 White FALSE
56 0 5 3 Black FALSE
43 1 4 0 White FALSE
65 1 5 5 Black TRUE
66 0 0 0 Black TRUE
80 0 0 0 White TRUE
75 0 2 1 White FALSE
58 1 1 1 Black TRUE
83 0 2 2 White TRUE
76 0 3 3 White TRUE
84 0 9 9 Black TRUE
72 0 0 0 White TRUE
65 0 1 1 Black TRUE
66 0 0 0 Black TRUE
95 0 3 3 White TRUE
56 0 2 2 White TRUE
62 0 4 3 White FALSE
74 0 2 1 White FALSE
60 3 9 9 White TRUE
81 1 5 5 Black TRUE
56 1 0 0 Black TRUE
86 0 1 1 White TRUE
81 0 0 0 White TRUE
62 0 0 0 Black TRUE
56 0 0 0 Black TRUE
62 0 3 2 White FALSE
76 0 0 0 White TRUE
86 0 2 2 White TRUE
58 0 9 9 Black TRUE
59 0 2 2 Black TRUE
75 0 1 2 White FALSE
68 0 4 4 Black TRUE
77 0 0 0 White TRUE
47 2 2 2 Black TRUE
58 3 2 2 Other TRUE
59 0 6 6 White TRUE
56 0 0 0 Black TRUE
71 0 1 1 White TRUE
64 1 1 1 Black TRUE
73 0 0 0 White TRUE
67 0 2 6 Black FALSE
74 0 0 0 White TRUE
46 2 0 0 Hispanic.Latino TRUE
74 0 0 0 White TRUE
59 0 0 0 White TRUE
60 0 2 2 Black TRUE
85 0 3 0 White FALSE
68 0 0 0 Black TRUE
52 1 1 1 White TRUE
64 0 9 9 White TRUE
53 3 0 0 White TRUE
57 0 2 2 White TRUE
67 0 2 0 White FALSE
56 1 2 2 White TRUE
73 0 0 0 White TRUE
42 0 1 1 Black TRUE
47 2 0 0 White TRUE
59 0 1 2 Black FALSE
37 0 9 9 White TRUE
32 0 9 9 White TRUE
40 0 0 0 Black TRUE
38 3 0 0 White TRUE
74 0 0 0 White TRUE
31 2 1 9 White FALSE
46 1 0 0 White TRUE
41 1 0 0 Black TRUE
29 0 9 9 White TRUE
49 1 5 5 Black TRUE
65 0 6 6 White TRUE
64 0 3 3 White TRUE
40 0 0 0 White TRUE
42 2 6 6 White TRUE
29 1 0 0 Black TRUE
70 0 0 0 Black TRUE
54 0 3 3 White TRUE
35 2 1 1 White TRUE
37 1 0 0 White TRUE
55 2 0 0 White TRUE
22 0 0 0 White TRUE
51 1 6 6 White TRUE
91 0 0 0 White TRUE
32 1 2 0 White FALSE
30 1 2 2 White TRUE
59 0 2 2 White TRUE
47 0 9 4 White FALSE
27 0 0 0 Other TRUE
69 0 3 3 Black TRUE
39 3 0 0 Hispanic.Latino TRUE
49 3 0 0 Black TRUE
57 0 0 0 Black TRUE
37 0 6 9 Other FALSE
37 0 1 1 White TRUE
38 1 0 0 White TRUE
50 2 0 0 White TRUE
66 0 2 2 White TRUE
27 0 0 0 White TRUE
